"Date","RegionName","State","Metro","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2017-09-30,"District of Columbia","DC","Washington",103,2687,-0.00185735512630015,0.00223797090637822,0.0443062572872134,149630
2017-09-30,"Denver","CO","Denver",104,2040,0.00542138984721538,0.012909632571996,0.0256410256410256,193840
2017-09-30,"Fort Bend","TX","Houston",105,1752,-0.00170940170940171,-0.00511073253833049,-0.0293628808864266,196508
2017-09-30,"Ocean","NJ","New York",106,1842,0.00108695652173913,0.0109769484083425,0.0302013422818792,245057
2017-09-30,"Arapahoe","CO","Denver",107,1980,0,0.00609756097560976,0.0112359550561798,181868
2017-09-30,"Delaware","PA","Philadelphia",108,1543,0.00390370852309694,0.0205026455026455,0.0157998683344305,183104
2017-09-30,"Bristol","MA","Providence",109,1772,0.0114155251141552,0.0290360046457607,0.092478421701603,132401
2017-09-30,"Johnson","KS","Kansas City",110,1781,-0.00224089635854342,-0.0072463768115942,0.00168728908886389,161282
2017-09-30,"Brevard","FL","Melbourne",111,1392,0.00360490266762797,0.00650759219088937,0.0617848970251716,219608
2017-09-30,"Summit","OH","Akron",112,1089,0.0102040816326531,0.0092678405931418,0.00646950092421442,184623
2017-09-30,"New Castle","DE","Philadelphia",113,1486,0.00337609723160027,0.00609343263371699,0.0129516019086571,175368
2017-09-30,"Anne Arundel","MD","Baltimore",114,2018,0.00198609731876862,0.0105157736604907,0.00248385494287134,196964
2017-09-30,"Union","NJ","New York",115,2028,-0.00831295843520782,-0.00588235294117647,-0.0183930300096805,130591
2017-09-30,"Montgomery","OH","Dayton",116,935,0.00537634408602151,0.025219298245614,0.0600907029478458,180820
2017-09-30,"Jefferson","CO","Denver",117,2061,0.00243190661478599,0.0132743362831858,0.00536585365853659,187157
2017-09-30,"Washington","OR","Portland",118,1894,0.00691121743753323,0.0226781857451404,0.0395170142700329,148570
2017-09-30,"Lancaster","PA","Lancaster",119,1189,-0.00418760469011725,-0.00999167360532889,0.00677392040643522,138807
2017-09-30,"Douglas","NE","Omaha",120,1330,0.00226073850791258,0.0114068441064639,0.0294117647058823,311271
2017-09-30,"Utah","UT","Provo",121,1492,0.00268817204301075,0.0115254237288136,0.0589070262597587,130526
2017-09-30,"Kane","IL","Chicago",122,1708,0.00352526439482961,0.0130486358244365,0.00529723366686286,148532
2017-09-30,"Stanislaus","CA","Modesto",123,1437,0.00912921348314607,0.0278969957081545,0.0699925539836188,122909
2017-09-30,"Camden","NJ","Philadelphia",124,1582,-0.00126262626262626,-0.000631711939355654,0.0219638242894057,161327
2017-09-30,"Ramsey","MN","Minneapolis-St Paul",125,1520,0.00396301188903567,0.0133333333333333,0.0382513661202186,137686
2017-09-30,"Passaic","NJ","New York",126,1870,0.00375738056897477,0.016304347826087,0.0400444938820912,110344
2017-09-30,"Chester","PA","Philadelphia",127,2054,0.00636942675159236,0.0148221343873518,0.0178394449950446,153169
2017-09-30,"Sedgwick","KS","Wichita",128,1046,-0.00853080568720379,-0.00946969696969697,-0.0178403755868545,157709
2017-09-30,"Lake","IN","Chicago",129,1185,-0.0016849199663016,-0.0125,-0.016597510373444,200048
2017-09-30,"Plymouth","MA","Boston",130,1966,-0.00152361604875571,-0.017982017982018,-0.0218905472636816,154119
2017-09-30,"Volusia","FL","Daytona Beach",131,1337,0.00300075018754689,0.0175038051750381,0.0380434782608696,189828
2017-09-30,"Morris","NJ","New York",132,2588,0.0133124510571652,0.0323095333067411,-0.00346553715825953,152058
2017-09-30,"Guilford","NC",,133,1067,0.0142585551330798,0.0289296046287367,0.0533070088845015,185680
2017-09-30,"Dane","WI","Madison",134,1544,-0.00643500643500644,-0.0134185303514377,0.0032488628979857,160358
2017-09-30,"Sonoma","CA","Santa Rosa",135,2668,0.00263059000375799,0.0163809523809524,0.0499803227075954,132203
2017-09-30,"Spokane","WA","Spokane",136,1330,0.00150602409638554,0,0.0657051282051282,136040
2017-09-30,"Richmond","NY","New York",137,2245,0.00447427293064877,0.00944244604316547,0.0374306839186691,87959
2017-09-30,"Onondaga","NY","Syracuse",138,1419,0.000705218617771509,0.0078125,0.015748031496063,128875
2017-09-30,"Pasco","FL","Tampa",139,1300,-0.00230237912509593,0.0023130300693909,0.0458567980691875,165286
2017-09-30,"Hampden","MA","Springfield",140,1512,0.00465116279069767,0.0100200400801603,0.0223123732251521,114537
2017-09-30,"Montgomery","TX","Houston",141,1679,0.00119260584376863,-0.0059206631142688,-0.0244044160371877,139560
2017-09-30,"Greenville","SC","Greenville",142,1387,-0.000720461095100865,0.00289226319595083,0.0161172161172161,142447
2017-09-30,"Burlington","NJ","Philadelphia",143,1754,0.00171330668189606,0.00515759312320917,0.00458190148911798,146596
2017-09-30,"Tulare","CA","Visalia",144,1188,0.0008424599831508,0.0008424599831508,0.0197424892703863,105101
2017-09-30,"Lucas","OH","Toledo",145,894,-0.0044543429844098,0,-0.00776914539400666,144488
2017-09-30,"Adams","CO","Denver",146,1855,0.00324499729583559,0.0169956140350877,0.0433070866141732,120328
2017-09-30,"East Baton Rouge","LA","Baton Rouge",147,1356,-0.00294117647058824,-0.00147275405007364,0.0668764752163651,148796
2017-09-30,"Virginia Beach City","VA","Virginia Beach",148,1571,0.00383386581469649,0.00834403080872914,0.015513897866839,145504
2017-09-30,"York","PA","York",149,1289,0,0.00077639751552795,0.014162077104642,134043
2017-09-30,"Jefferson","LA","New Orleans",150,1417,0.00997861724875267,0.0231046931407942,0.0186915887850467,123294
2017-09-30,"Knox","TN","Knoxville",151,1234,-0.00242522231204527,-0.00403551251008878,0.0475382003395586,147839
2017-09-30,"Polk","IA","Des Moines",152,1320,-0.000757002271006813,0.0068649885583524,0.0280373831775701,140229
2017-09-30,"Clark","WA","Portland",153,1768,0.00798175598631699,0.0243337195828505,0.0631389055923031,128828
2017-09-30,"Seminole","FL","Orlando",154,1523,0.00660938532716457,0.0187290969899666,0.0424366872005476,141299
2017-09-30,"Williamson","TX","Austin",155,1639,-0.0012187690432663,-0.0012187690432663,-0.0203227734608488,133398
2017-09-30,"Washoe","NV","Reno",156,1640,0.00799016594960049,0.0230817217716781,0.0711952971913782,129696
2017-09-30,"Monterey","CA","Salinas",157,2445,0.00658707286949362,0.0149439601494396,0.0347016504443504,78929
2017-09-30,"Solano","CA","Vallejo",158,2079,0.00483325277912035,0.0166259168704156,0.0634271099744246,115661
2017-09-30,"Mobile","AL","Mobile",159,951,0,0,0.0348204570184984,133885
2017-09-30,"Berks","PA","Reading",160,1249,0.00482703137570394,-0.0008,-0.0165354330708661,110362
2017-09-30,"Cameron","TX","Brownsville",161,926,0.00652173913043478,0.0153508771929825,-0.007502679528403,121152
2017-09-30,"Prince William","VA","Washington",162,1990,0.00150981378963261,0.01066531234129,0.0194672131147541,123514
2017-09-30,"Hillsborough","NH","Manchester",163,1866,0.00107296137339056,0.00107296137339056,0.0378197997775306,121759
2017-09-30,"Dakota","MN","Minneapolis-St Paul",164,1694,0.00534124629080119,0.00534124629080119,0.0424615384615385,120029
2017-09-30,"Ada","ID","Boise City",165,1343,0.00523952095808383,0.0135849056603774,0.025974025974026,116952
2017-09-30,"Waukesha","WI","Milwaukee",166,1869,0.0037593984962406,0.0108166576527853,-0.039568345323741,136422
2017-09-30,"Richland","SC","Columbia",167,1166,0.00517241379310345,0.0121527777777778,0.0156794425087108,112716
2017-09-30,"Pulaski","AR","Little Rock",168,994,-0.00200803212851406,-0.00300902708124373,-0.0206896551724138,131992
2017-09-30,"Sarasota","FL","North Port-Sarasota-Bradenton",169,1871,-0.00690021231422505,-0.0315734989648033,-0.00266524520255864,183435
2017-09-30,"Clackamas","OR","Portland",170,2040,0.00147275405007364,-0.000489955903968643,0.0371123538383325,126393
2017-09-30,"Pinal","AZ","Phoenix",171,1134,0.00889679715302491,0.0309090909090909,0.0647887323943662,109891
2017-09-30,"Stark","OH","Canton",172,995,-0.00100401606425703,0.00100603621730382,-0.0148514851485149,123343
2017-09-30,"Orange","NY","New York",173,1878,0.0016,-0.0136554621848739,0.0544637843907917,94853
2017-09-30,"Butler","OH","Cincinnati",174,1354,-0.00294550810014728,0.00073909830007391,0.0249810749432248,113209
2017-09-30,"Mercer","NJ","Trenton",175,1896,0.0101225359616409,0.0193548387096774,0.025974025974026,108988
2017-09-30,"Westmoreland","PA","Pittsburgh",176,908,0.0179372197309417,0.0412844036697248,-0.0119695321001088,126479
2017-09-30,"Saint Charles","MO","St. Louis",177,1537,-0.000650195058517555,-0.00129954515919428,0.0192307692307692,122466
2017-09-30,"Allen","IN","Fort Wayne",178,1087,0.00834879406307978,0.0293560606060606,0.0441882804995197,113175
2017-09-30,"Lane","OR","Eugene",179,1395,0.00576784426820476,0.0116026105873822,0.0697852760736196,85472
2017-09-30,"Forsyth","NC","Winston-Salem",180,1129,0.00266429840142096,0.0171171171171171,0.0434380776340111,118274
2017-09-30,"Charleston","SC","Charleston",181,1883,-0.00317628374801482,-0.0037037037037037,0.0118216012896292,126080
2017-09-30,"Lehigh","PA","Allentown",182,1468,0.00616860863605209,0.0187369882026371,0.0426136363636364,103934
2017-09-30,"Placer","CA","Sacramento",183,2149,-0.000929800092980009,0.00797373358348968,0.0529152376286134,128416
2017-09-30,"Washtenaw","MI","Ann Arbor",184,1781,-0.00447177193963108,-0.0143884892086331,0.040303738317757,106917
2017-09-30,"Orleans","LA","New Orleans",185,1398,-0.00921332388377038,-0.0196353436185133,0.00143266475644699,81869
2017-09-30,"Nueces","TX","Corpus Christi",186,1348,0.00148588410104012,0.00297619047619048,-0.00955180014695077,100724
2017-09-30,"Hamilton","TN","Chattanooga",187,1340,0.00979653353428787,0.0347490347490347,0.0542879622344611,112329
2017-09-30,"Madison","AL","Huntsville",188,1083,-0.00184331797235023,-0.010958904109589,0.00370713623725672,113003
2017-09-30,"Marion","FL","Ocala",189,1126,0.00177935943060498,0.0162454873646209,0.0683111954459203,113317
2017-09-30,"Anoka","MN","Minneapolis-St Paul",190,1582,0.00444444444444444,0.0213040671400904,0.0581939799331104,116011
2017-09-30,"Somerset","NJ","New York",191,2359,-0.00380067567567568,-0.00882352941176471,0.0094137783483098,102842
2017-09-30,"Manatee","FL","North Port-Sarasota-Bradenton",192,1704,0.00117508813160987,-0.00292568753657109,0.0209706411024566,124069
2017-09-30,"Luzerne","PA","Scranton",193,1032,0.028913260219342,0.0990415335463259,0.0840336134453782,101031
2017-09-30,"Cumberland","NC","Fayetteville",194,872,0.00229885057471264,0.00229885057471264,0.00114810562571757,46722
2017-09-30,"Saint Louis City","MO","St. Louis",195,968,0.00938477580813347,0.0243386243386243,0.017875920084122,83278
2017-09-30,"Chesterfield","VA","Richmond",196,1455,0.0069204152249135,0.0189075630252101,0.0189075630252101,120563
2017-09-30,"Marion","OR","Salem",197,1525,0.0066006600660066,0.0180240320427236,0.0694249649368864,78184
2017-09-30,"Brazoria","TX","Houston",198,1695,-0.00176678445229682,-0.00586510263929619,-0.00117855038302887,88643
2017-09-30,"Loudoun","VA","Washington",199,2374,-0.00210172341319882,0.000421407501053519,0.0277056277056277,116729
2017-09-30,"Rockland","NY","New York",200,2858,0.00315900315900316,0.0225402504472272,0.0557813077207241,65102
2017-09-30,"Bell","TX","Killeen",201,1065,0.0075685903500473,0.0162213740458015,0.0210930009587728,86885
2017-09-30,"McHenry","IL","Chicago",202,1625,0.00556930693069307,0.0149906308557152,0.00370599135268684,105802
2017-09-30,"Henrico","VA","Richmond",203,1422,0.0113798008534851,0.0341818181818182,0.0171673819742489,93707
2017-09-30,"Davis","UT","Ogden",204,1589,0.00252365930599369,0.0304798962386511,0.0635876840696118,87456
2017-09-30,"Albany","NY","Albany",205,1628,-0.00610500610500611,-0.038961038961039,-0.0103343465045593,69548
2017-09-30,"Lorain","OH","Cleveland",206,1059,-0.00842696629213483,-0.00935453695042095,-0.0328767123287671,101916
2017-09-30,"Larimer","CO","Fort Collins",207,1718,-0.00232288037166086,-0.00865551067512983,-0.012075905692927,107611
2017-09-30,"Northampton","PA","Allentown",208,1496,-0.00133511348464619,0.00200937709310114,0.0410577592205985,93465
2017-09-30,"Escambia","FL","Pensacola",209,1037,0,0.000965250965250965,0.00290135396518375,106618
2017-09-30,"Dutchess","NY","New York",210,1966,0.00254971953085161,0.00872242175474602,0.0223608944357774,74067
2017-09-30,"Lake","FL","Orlando",211,1369,0.00146305779078274,0.00735835172921266,0.0308734939759036,101739
2017-09-30,"Fayette","KY","Lexington",212,1230,0.00162866449511401,0.0032626427406199,0.00490196078431373,92960
2017-09-30,"Winnebago","IL","Rockford",213,1066,-0.000937207122774133,-0.012962962962963,0.0113851992409867,86854
2017-09-30,"Rockingham","NH","Boston",214,2020,0.00497512437810945,0.0227848101265823,0.0790598290598291,114423
2017-09-30,"Boulder","CO","Boulder",215,2226,0,0.00496613995485327,-0.0292193632795465,98956
2017-09-30,"Anchorage","AK","Anchorage",216,1942,-0.00102880658436214,-0.0041025641025641,-0.0162107396149949,73806
2017-09-30,"Galveston","TX","Houston",217,1641,0.00183150183150183,0.016728624535316,0.033375314861461,107719
2017-09-30,"Gloucester","NJ","Philadelphia",218,1776,-0.00168634064080944,0.00452488687782805,0.0171821305841924,94384
2017-09-30,"Howard","MD","Baltimore",219,2469,-0.00161746866154468,-0.00603864734299517,0.0227837613918807,96574
2017-09-30,"Douglas","CO","Denver",220,2432,0.00247320692497939,0.00123507616303005,0.00537412153782555,100569
2017-09-30,"Lancaster","NE","Lincoln",221,1307,0.00771010023130301,0.0299448384554768,0.0267085624509034,82600
2017-09-30,"Spartanburg","SC","Spartanburg",222,1192,0.00505902192242833,0.0214224507283633,0.0492957746478873,87713
2017-09-30,"Cumberland","ME","Portland",223,1857,-0.00107584722969338,-0.00801282051282051,0.0322401334074486,89021
2017-09-30,"Ingham","MI","Lansing",224,1189,0,0.0136402387041773,0.187812187812188,71158
2017-09-30,"Erie","PA","Erie",225,1035,-0.00576368876080692,0.0370741482965932,0.0257680872150644,74293
2017-09-30,"Lubbock","TX","Lubbock",226,1182,0.000846740050804403,0.00254452926208651,-0.00084530853761623,77842
2017-09-30,"Saint Lucie","FL","Port St. Lucie",227,1468,0.00616860863605209,0.0222841225626741,0.0591630591630592,111481
2017-09-30,"Leon","FL","Tallahassee",228,1232,0.00571428571428571,0.0114942528735632,0.00983606557377049,74923
2017-09-30,"Greene","MO","Springfield",229,833,-0.00239520958083832,-0.00833333333333333,0.00603864734299517,89754
2017-09-30,"Hamilton","IN","Indianapolis",230,1684,-0.00118623962040332,-0.00590318772136954,-0.0029603315571344,115579
2017-09-30,"Atlantic","NJ","Atlantic City",231,1532,-0.00260416666666667,-0.000652315720808871,0.0226969292389853,105147
2017-09-30,"New London","CT","New London",232,1557,0.00841968911917098,0.0176470588235294,0.00907323395981854,81058
2017-09-30,"Saint Clair","IL","St. Louis",233,887,0.00339366515837104,0,-0.0337690631808279,79421
2017-09-30,"San Luis Obispo","CA","San Luis Obispo",234,2402,0.00502092050209205,0.0092436974789916,0.0216928966397278,79658
2017-09-30,"Horry","SC","Myrtle Beach",235,1285,0.0062646828504307,0.0190325138778747,0.0708333333333333,147037
2017-09-30,"Madison","IL","St. Louis",236,988,0.00816326530612245,0.00508646998982706,0.0521831735889244,91742
2017-09-30,"Osceola","FL","Orlando",237,1372,0.00586510263929619,0.0193164933135215,0.0545734050730208,101455
2017-09-30,"Dauphin","PA","Harrisburg",238,1214,-0.000823045267489712,-0.00816993464052288,-0.00246507806080526,82571
2017-09-30,"Durham","NC","Durham",239,1352,0.0022238695329874,0.0022238695329874,0.0219198790627362,77611
2017-09-30,"Saint Joseph","IN","South Bend",240,997,0.0342323651452282,0.100441501103753,0.152601156069364,98807
2017-09-30,"Chatham","GA","Savannah",241,1260,0.00880704563650921,0.0185933710590137,0.0169491525423729,86084
