"RegionName","City","State","Metro","CountyName","SizeRank","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09"
"Greenpoint","New York","NY","New York","Kings",102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3200,2900,3200,3250,3300,3300,3300,3300,3250,3400,3400,3400,3400,3400,3400,3300,3300,3400,3400,3450,3500,3500,3500,3483,3300,3150,3150,3150,3000,3300,3399,3400,3400,3400,3500,3600,3846,3595,3600,3600,3500,3650,3650,3599.5,3600,3600,3600,3500,3600,3600,3798,3500,3459,3523,3507,3599,3597,3595,3500,3500
"Summerlin South","Las Vegas","NV","Las Vegas","Clark",103,,,,,,,,,,,,,,1567.5,1595,1500,1567.5,1595,1600,1600,1500,1400,1400,1495,1495,1500,1500,1500,1450,1450,1395,1497.5,1450,1497.5,1425,1495,1497.5,1495,1495,1525,1500,1572.5,1495,1500,1550,1550,1595,1595,1550,1500,1500,1550,1520,1550,1550,1600,1650,1500,1495,1500,1697.5,1672.5,1775,1650,1600,1600,1562.5,1600,1600,1700,1672.5,1697.5,1772.5,1600,1650,1500,1565,1650,1500,1695,1597.5,1685,1700,1700,1712.5,1797.5,1700,1750,1699.5,1695
"Glendale","New York","NY","New York","Queens",104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,2200,2200,2050,2050,2195,2195,2150,2200,2100,1995,2100,2100,2200,2225,2325,2250,2322.5,2250,2200,2100,2100,2210,2250,2200,2200,2200,2299.5,2200,2299,2297,2300,2250
"Prospect Lefferts Gardens","New York","NY","New York","Kings",105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500,2499,2499,2500,2400,2449.5,2350,2200,2200,2245,2240,2399,2499,2300,2300,2200,2400,2400,2350,2599.5,2699,2800,2600,2600,2800,2999,2774.5,2700,2800,2550,2595,2600,2600,2600,2495,2460,2525,2650,2750,2800,2850,2850,2700,2822.5,2658,2638.5,2759.5,2769.5,2875,2900,2899,2997,3000
"Middle Village","New York","NY","New York","Queens",106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2250,2399,2325,2350,2300,2250,2250,2200,2250,2300,2500,2300
"Bronzeville","Chicago","IL","Chicago","Cook",107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1550,1500,1522.5,1400,1500,1400,1475,1500,1500,1600,1650,1572.5,1500,1700
"Fort Hamilton","New York","NY","New York","Kings",108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2525,2500,2500,2400,2400,2300,2400,2500,2300,2500,2500,2600,2700,2687.5,2500,2600,2700,2600,2599,2450,2500,2500,2650,2750,2500,2675,2700,2697,2500,2500,2500,2400,2425,2500,2700,2625,2650,2600
"South End","Boston","MA","Boston","Suffolk",109,,,,,,,,,,,,,,,,,,,,,,2950,3200,3295,3100,3200,3200,3200,3550,3325,3450,3300,3200,3200,3300,3300,3595,3475,3707,3750,3750,3650,3300,3707,3450,3600,3500,3500,3590,3592.5,3600,3600,3500,3500,3500,3500,3500,3600,3800,3850,3900,3950,3900,4000,3962.5,3950,3850,3950,3850,3837.5,4000,4000,4000,3900,3900,3950,3800,3900,4200,3600,3600,4000,4000,4100,4100,4100,4150,4100,3950,3925
"Clinton","New York","NY","New York","New York",110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4900,4850,4675,4695,4525,4500,4495,4494.5,4500,4700,5450,5450,4950,4925,4400,4400,4500,4950,5195,5100,4800,4995,4950,5000,5000,4995,4995,4750,5095
"Neartown - Montrose","Houston","TX","Houston","Harris",111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3400,3250,3125,3200,3300,2850,3050,3000,3100,2950,3200,3250,3250,3500,3400,3425,3295,2895,2900,2825,3175,3200,3200,3350,3395,2875,2975,3250,2972.5,3225,2825,3000,3000,3100,3050,3170,3200,3200,3047.5,3200
"The Lakes","Las Vegas","NV","Las Vegas","Clark",112,,,,,,,,,,,,,,,,,1372.5,1350,1362.5,1400,1350,1200,1297.5,1300,1295,1350,1300,1300,1295,1300,1300,1300,1300,1350,1300,1295,1295,1372.5,1300,1325,1295,1300,1300,1250,1299.5,1337.5,1350,1350,1350,1450,1400,1500,1425,1400,1400,1395,1350,1350,1395,1587,1495,1500,1462,1456,1456,1395,1395,1400,1400,1400,1377,1350,1350,1350,1460,1395,1475,1495,1450,1454.5,1397.5,1500,1522.5,1595,1500,1495,1500,1587.5,1512.5,1600
"La Jolla","San Diego","CA","San Diego","San Diego",113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,4600,5000,5000,5500,5300,5000,5000,5147.5,5000,5000,5500
"Brighton Beach","New York","NY","New York","Kings",114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2450,2450,2450,2450,2825,2775,2700,2700,2700,2750,3225,3200
"North Dorchester","Boston","MA","Boston","Suffolk",115,,,,,,,,,,,,,,,,,,,,,,,,,1750,1800,1800,1850,2050,2000,1900,1900,1800,1737.5,1825,1990,2025,2200,2100,2100,2350,2300,2100,2100,2100,2100,2200,2250,2300,2300,2300,2250,2200,2150,2100,2100,2000,2000,2200,2275,2400,2400,2400,2325,2400,2300,2200,2250,2250,2475,2497.5,2475,2400,2500,2400,2500,2400,2375,2400,2400,2400,2487.5,2500,2500,2550,2550,2550,2550,2550,2500
"South Chicago","Chicago","IL","Chicago","Cook",116,,,,,,,,,,,,,,,,,,,,,,,,,1000,1050,1000,1100,1150,1150,995,990,1000,990,995,1050,1050,1050,1100,1100,1100,1100,1100,1100,999.5,1100,1100,1000,1000,1000,997.5,1000,1000,1000,1075,1100,1000,1000,1100,1025,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1150,1100,1100,1125,1150,1150,1150,1150,1150,1100,1080,1150,1150,1150,1100,1100,1100,1150,1125,1100
"Washington Avenue Coalition - Memorial Park","Houston","TX","Houston","Harris",117,,,,,,,,,,,,,,,,,,2250,2300,2275,2300,2350,2400,2400,2500,2502.5,2600,2700,2697.5,2554,2520,2500,2500,2600,2685,2768.5,2750,2800,2850,2825,2850,2900,2850,2850,2850,2725,2800,2900,2995,3000,3100,3000,3100,3125,2996.5,2972.5,2950,3000,3000,2950,2950,3000,3000,3097.5,3000,2995,2900,2900,2970,2900,2929,2900,2950,2899,2900,2850,2900,2899,2750,2700,2700,2750,2800,2724.5,2700,2750,2750,2700,2700,2750
"Las Tierras","El Paso","TX","El Paso","El Paso",118,,,,,,,,,,,,,,,,,,,,,,,,,1200,1100,1197.5,1200,1162.5,1100,1075,1037.5,1000,1000,995,995,997,1000,1100,1100,1100,1162.5,1100,1100,1100,1082.5,1000,1000,1050,1100,1100,1125,1100,1100,1050,1050,1050,1082.5,1100,1100,1100,1095,1050,1095,1092.5,1050,1050,1050,1100,1095,1100,1070,1082.5,1037.5,1095,1075,1050,995,995,1025,1000,1000,1050,1097.5,1095,1037.5,1050,1050,1050,1050
"Capitol","Madison","WI","Madison","Dane",119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1792.5,1800,1740,1665,1742.5,1770,1785,1765,1785,1910,1995,2055
"Allston","Boston","MA","Boston","Suffolk",120,,,,,,,,,,,2100,2200,2200,2200,2200,2150,2150,2100,2137.5,2100,2250,2400,2300,2300,2300,2350,2325,2325,2350,2325,2300,2300,2350,2400,2450,2450,2400,2400,2400,2400,2400,2400,2400,2400,2425,2500,2600,2599,2600,2600,2533,2500,2500,2500,2500,2499,2500,2600,2600,2600,2600,2600,2600,2600,2550,2500,2500,2595,2600,2700,2700,2700,2700,2695,2700,2685,2600,2600,2600,2550,2500,2800,2800,2800,2795,2800,2800,2750,2700,2700
"Clinton Hill","New York","NY","New York","Kings",121,,,,,,,,,,,,,,,,,,,,,,3000,2950,2975,3100,3049.5,3100,3200,3200,3150,3125,3300,3495,3100,3295,3500,3450,3450,3495,3495,3497.5,3500,3400,3500,3595,3495,3400,3400,3500,3495,3600,3800,3895,3850,3700,3700,3700,3725,3585,3500,3500,3600,3599,3500,3600,3600,3697,3500,3595,3695,3699,3700,3700,4200,4000,3600,3600,3750,3600,3600,3900,3800,3775,3899,3699.5,3847.5,3850,4000,4000,3975
"Fenway","Boston","MA","Boston","Suffolk",122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3550,3700,3772.5,3600,3500,3450,3600,3570,3575,3400,3300,3600,3962.5,3900,3900,4000,3900,3900,3900,3800,3600,3600,3500,3700,3800,3995,4000,3900,3800,3700,3700,3725,3600,3700,3725,3800,4000,4000,4000,4000,3900,3950,3800,3937.5,3637.5,3800,3675,4150,3900,3925,3900,4000,3950,3900,3950,3900,3800
"Brickell","Miami","FL","Miami-Fort Lauderdale","Miami-Dade",123,,,,,,,,,,4500,4450,4250,3725,3475,3300,3500,3495,3500,3500,3500,3500,3725,4200,3800,3570,3700,3695,3700,3695,3779,3800,3779,4000,4000,4150,4500,4300,4300,4200,4000,4000,4000,4000,4000,4100,4050,4050,4100,4062.5,4075,4000,3850,4100,4000,3800,3850,4450,4250,4500,4500,4525,4550,4650,4300,4300,4262.5,4300,4300,4475,4500,4225,4275,4100,4000,3975,4675,4200,4500,4475,4500,4320,4500,4800,5000,4600,4500,4900,4500,4900,5200
"North Central","Philadelphia","PA","Philadelphia","Philadelphia",124,,,,,,,,,,,,,,,,,,,,,,1612.5,1650,1650,1695,1680,1600,1500,1500,1650,1650,1650,1712.5,1650,1695,1650,1650,1650,1595,1500,1500,1500,1497.5,1500,1650,1650,1650,1650,1650,1650,1500,1500,1575,1500,1575,1650,1650,1650,1650,1650,1650,1650,1650,1575,1575,1575,1650,1725,1725,1672.5,1725,1725,1650,1800,1650,1650,1500,1625,1575,1740,1762.5,1725,1725,1725,1800,1800,1760,1725,1650,1600
"Anthem","Henderson","NV","Las Vegas","Clark",125,,,,,,,,,,,,,,,1400,1375,1350,1350,1375,1395,1495,1437.5,1395,1350,1350,1350,1395,1472.5,1397.5,1375,1375,1400,1400,1450,1497.5,1500,1495,1425,1395,1400,1385,1400,1425,1425,1395,1350,1375,1350,1395,1495,1650,1725,1650,1547.5,1550,1550,1400,1495,1545,1637.5,1850,1950,1950,1745,1785,1675,1537.5,1650,1650,1600,1695,1550,1650,1695,1500,1625,1650,1495,1550,1595,1672.5,1452.5,1547.5,1700,1700,1850,1895,1800,1872.5,1795
"Back Bay","Boston","MA","Boston","Suffolk",126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4800,5500,5500,4650,4700,4800,4800,4800,4800,4800,4750,4750,4800,4800,5175,5400,5450,5500,5325,5585.5,6000,5838,5175,4900,4725,4800,5000,5000,4595,4725,5000,5400,5900,5489
"Columbus Circle","New York","NY","New York","New York",127,,,,,,,,,,,,,,,,,,,,,,,,4447.5,4295,4500,4497.5,4495,4300,4400,4500,4495,4400,4400,4500,4500,4500,4500,4595,4600,4600,4595,4695,4500,4500,4495,4495,4495,4495,4495,4800,4600,4597.5,4597.5,4600,4695,4647.5,4550,4495,4547.5,4800,4825,4822.5,4990,4650,4800,4900,4950,4900,4847.5,4600,4625,4597.5,4597.5,4600,4925,4750,4600,4547.5,4600,4900,4900,4697.5,4747.5,4900,4900,5050,4947.5,5000,4900
"Sutton Place","New York","NY","New York","New York",128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7675,7400,7480,7680,7680,7690,7285,7295,7240,7595,7400,7845,8120,8300,8070,7571,7934,7425,7425,7295,7880,6647.5,7285,7500,6897.5,7285,7329,7500,7800,8070,7269.5,7500,7446.5,7500,7269.5,6647.5,6872.5,6795
"Westgate","Henderson","NV","Las Vegas","Clark",129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1399.5,1450,1350,1424,1395,1395,1350,1395,1495,1524.5,1500,1495,1500,1550,1495
"Bucktown","Chicago","IL","Chicago","Cook",130,,,,,,,,,,,,,,,,,,,,,,,2400,2500,2450,2495,2450,2500,2550,2500,2500,2400,2500,2500,2700,2400,2472.5,2450,2500,2600,2595,2495,2572.5,2200,2495,2650,2650,2600,2500,2647.5,2747.5,2600,2600,2600,2400,2400,2400,2700,2637.5,2400,2525,2560,2500,2875,2800,2600,2700,2700,2850,2900,2800,2700,2795,2800,2800,2825,2572.5,2615,2595,2450,2600,2615,2875,3200,2875,2875,2980,2790,2700,2795
"Metro West","Orlando","FL","Orlando","Orange",131,,,,,,,,,,,,,,,,1200,1229,1195,1180,1195,1195,1195,1250,1257.5,1252,1312.5,1262.5,1300,1297.5,1340,1295,1300,1249,1255,1215.5,1218,1250,1268.5,1295,1275,1210,1200,1200,1250,1250,1295,1250,1249.5,1275,1272.5,1200,1222,1222,1200,1247,1295,1300,1300,1350,1395,1337.5,1325,1397.5,1405,1455,1400,1400,1415,1400,1397.5,1400,1400,1410.5,1412.5,1400,1440,1495,1450,1400,1495,1395,1450,1500,1550,1500,1495,1516,1567.5,1563.5,1559
"Kenmore","Boston","MA","Boston","Suffolk",132,,,,,,,,,,,,,,,,,,,,,,2900,3175,3200,3200,3300,3237.5,3300,3400,3400,3300,3400,3300,3300,3300,3300,3300,3500,3600,3600,3500,3400,3472.5,3575,3350,3400,3355,3399,3397,3350,3400,3500,3500,3400,3275,3610,3610,3500,3500,3600,3500,3500,3400,3472.5,3400,3395,3400,3600,3500,3600,3675,3600,3650,3600,3500,3500,3500,3447.5,3397.5,3600,3747.5,3550,3550,3600,3695,3700,3700,3747.5,3800,3900
"Wynwood - Edgewater","Miami","FL","Miami-Fort Lauderdale","Miami-Dade",133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4490,4225,4150,4200,3950,3900,3925,3900,3850,3750,4300,3800,3900,3800,3700,3850,3760,3724.5,3960,3720,3700,3800,4450,4000,4000,3925
"Mission Hill","Boston","MA","Boston","Suffolk",134,,,,,,,,,,,,,,,,,,,,,2700,2700,2600,2722.5,2700,2700,2600,2625,2800,2872.5,3000,2975,3000,2962.5,2850,2950,2950,2950,2925,2850,2800,2900,2872.5,3000,3000,2975,3000,3000,3000,3000,3000,3000,3000,2900,2900,3000,3100,3200,3100,3050,3100,3050,3000,3000,2950,2900,2900,2872.5,3000,3200,3200,3200,3200,3200,3195,3000,3200,2895,2897.5,2900,3212.5,3250,3200,3200,3150,3200,3200,3200,3200,3272.5
"North Cambridge","Cambridge","MA","Boston","Middlesex",135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3700,3400,3600,3600,3375,3325,3175,3150,3000,3175,3300,3665,3700,3600,3600,3530,3400,3450,3200,3300,3097.5,3300,3200,3000,3300,3300,3450,3450,3595,3575,3497.5,3495
"Downtown","Miami","FL","Miami-Fort Lauderdale","Miami-Dade",136,,,,,,,,,,3250,3500,3400,3300,3200,3300,3300,3400,3500,3500,3800,3600,3500,3500,3500,3600,3600,3800,3970,3650,3600,3500,3598,3600,3600,3600,3600,3600,3600,3600,3750,3950,3800,3700,3750,3970,4100,3999,4000,4050,4549.5,5200,4700,5000,4549.5,4000,4000,4000,4000,4500,4375,4400,4200,4200,4150,4100,4500,4500,4000,4100,4500,4300,4050,4250,3800,4150,4250,4050,4300,4500,4050,4400,3945,4100,4500,4200,4200,4200,4197.5,4200,4200
"Cambridgeport","Cambridge","MA","Boston","Middlesex",137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3300,3600,3300,3250,3000,3200,3450,3400,3400,3400,3703.5,3350,3350,3300,3200,3275,3300,3300,3400,3400,3400,3250,3300,3300,3300,3300,3300,3300,3300,3300,3300,3150,3000,3000,3050,3300,3300,3300,3425,3400,3500,3300,3300,3250,3050,3300,3400,3400,3400,3500,3450,3450,3400,3397.5,3300
"Hunters Point","New York","NY","New York","Queens",138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5390,5370,5269,4995,4995,4700,4428,4594,4500,4438.5,4458,4492.5,4866,5005,5350,5350,5155,5240,5217.5,5235,5150,4997.5,5150,4500,4409,4400,4439,4845,4995,4995,4895,4547.5,4428,4795,4695,4810,4845,4695,4395,4840,4595,4595,4550,4499,4995,5195,5130,5130,5150,5240,5240,5240,5175
"North End","Boston","MA","Boston","Suffolk",139,,,,,,,,,,,,,,,,,,,,,,,,3400,3400,3400,3500,3300,3300,3400,3400,3400,3497.5,3400,3400,3495,3500,3500,3512.5,3600,3500,3500,3400,3500,3400,3500,3600,3600,3745,3600,3600,3600,3600,3500,3500,3400,3500,3525,3595,3720,3720,3750,3690,3600,3600,3600,3575,3600,3500,3600,3600,3750,3775,3750,3800,3750,3800,3795,3600,3600,3500,3500,3500,3600,3650,3700,3800,3700,3750,3600
"Wellington-Harrington","Cambridge","MA","Boston","Middlesex",140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2650,2800,2950,3000,2775,2800,2800,2850,2850,2800,2800,2800,3050,3100,3050,2950,3000,2900,2800,2900,3000,2900,2800,2975,3000,3100,3150,3100,3000,2900,2850,2725,2950,3050,3250,3275,3250,3300,3320,3380,3150,3300,3150,3000,3000,3000,2900,3000,3150,3400,3400,3300,3200,3200
"Alafaya","Orlando","FL","Orlando","Orange",141,,,,,,,,,,,1200,1200,1225,1250,1295,1295,1295,1293.5,1250,1225,1250,1250,1230,1250,1250,1250,1295,1298,1295,1295,1295,1252.5,1275,1250,1250,1295,1300,1300,1300,1300,1300,1300,1295,1295,1300,1300,1295,1299,1300,1350,1350,1375,1325,1325,1350,1320,1320,1300,1350,1343,1350,1395,1395,1425,1395,1400,1395,1400,1400,1400,1425,1400,1395,1400,1423,1460,1475,1400,1500,1450,1460,1495,1500,1475,1525,1545,1540,1575,1590,1599
"Winter Hill","Somerville","MA","Boston","Middlesex",141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2275,2100,2150,2237.5,2287.5,2300,2300,2400,2400,2400,2287.5,2400,2250,2225,2200,2200,2200,2350,2400,2400,2387.5,2400,2400,2275,2400,2400,2400,2400,2400,2400,2500,2500,2500,2675,2700,2775,2762.5,2700,2650,2420,2400,2700,2700,2800,2850,2850,2800,2600
"Nonantum","Newton","MA","Boston","Middlesex",141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500,2650,2925,3200,2987.5,2500,2400,2200,2200,2300,2500,2500,2500,2500,2500,2700,2600,2500,2400,2250,2400,2450,2495,2500,2500,2700,2575,2595,2650,2600,2695,2650,2600,2650,2900,3000,3100,3350,2800,2800,2850,2625,2400,2499,2499,2400,2475,2487,2800,2800,3000,3000,2750,2650,2650
"Union Square","Somerville","MA","Boston","Middlesex",141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400,2400,2400,2700,2800,2800,2700,2700,2700,3000,2837.5,2975,2995,2700,2800,2800,2800,2900,2900,2900,2750,2750,2800,2800,2700,2700,2700,2900,2900,2950,3000,2900,2800,2775,2700,2750,2850,2750,2700,2900,2900,3000,3000,2962.5,2975,2900,2800,2700,2650,2700,2700,3000,3100,3100,3100,3100,3000,3000
"Far Eastside","Indianapolis","IN","Indianapolis","Marion",141,,,,,,,,,,,,,,,,,,,,,,,,,,,775,775,775,775,775,795,775,790,795,800,800,825,822.5,812.5,825,825,799,800,800,825,800,825,830,850,850,850,875,899,862.5,850,850,875,875,900,855,885,875,850,850,835,800,800,825,800,850,850,907.5,850,875,827.5,920,895,850,850,912.5,875,925,925,970,975,947.5,915,895,892
